Unnamed: 0,image_path,label,country_id,latitude,longitude,elevation_m,humidity_pct,ndvi,night_lights,pop_density,slope_deg,soil_moisture,temperature_c
15422,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_365.jpg,HerbaceousVegetation,27,41.61680501783975,-0.6799596813840886,266.0,57.914600612527366,0.2987608695652174,0.8400300741195679,0.0479597151279449,3.0,0.1440783441066742,26.32571428571429
1306,EuroSAT_MS/Forest/Forest_1577.jpg,Forest,8,44.86955039422339,4.796918406029196,487.0,70.74074943527579,0.7386304347826087,0.4857210516929626,0.1501932740211486,5.0,0.2425434440374374,16.215581395348863
19429,EuroSAT_MS/Industrial/Industrial_1364.jpg,Industrial,14,45.06758462057839,7.556779688779113,305.0,68.97811683660042,0.3486565217391305,55.15107727050781,0.6094124913215637,1.0,0.1839756071567535,22.265909090909133
8663,EuroSAT_MS/AnnualCrop/AnnualCrop_2784.jpg,AnnualCrop,24,44.23415771560647,27.384688346612617,16.0,71.65531437864234,0.5151434782608696,0.3915747702121734,4.99032735824585,0.0,0.2144685685634613,20.593720930232564
644,EuroSAT_MS/Forest/Forest_2631.jpg,Forest,2,43.02389081744791,27.10960191682993,365.0,72.2724015844737,0.6660173913043478,0.0558301098644733,0.0744112804532051,8.0,0.2170496582984924,17.614761904761963
16136,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_621.jpg,HerbaceousVegetation,8,43.67555185921257,5.810052997830163,400.0,61.554491046005786,0.5771434782608696,0.3734586834907532,0.0978572368621826,2.0,0.1993290185928344,20.683181818181826
11197,EuroSAT_MS/SeaLake/SeaLake_2404.jpg,SeaLake,28,58.08432176130337,14.264613552598826,88.0,79.08040070152065,0.080125,0.1459206938743591,5.428214767156287,0.0,0.2439903379993025,7.927674418604681
9070,EuroSAT_MS/AnnualCrop/AnnualCrop_1161.jpg,AnnualCrop,11,47.01155485465906,18.350381224147227,142.0,73.73873999342806,0.5406739130434783,0.2429541647434234,0.0974070206284523,0.0,0.1948332786560058,18.9636363636364
12728,EuroSAT_MS/SeaLake/SeaLake_1167.jpg,SeaLake,28,58.061215884516784,14.30915302234376,88.0,79.08040070152065,0.124165,0.215210422873497,5.428214767156287,0.0,0.2439903379993025,7.456666666666706
16986,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1108.jpg,HerbaceousVegetation,10,35.33914436475113,24.91066907480465,504.0,71.58474783415997,0.4031695652173913,0.1275228857994079,0.0427109561860561,4.0,0.2253581136465072,23.97355555555555
9218,EuroSAT_MS/AnnualCrop/AnnualCrop_1574.jpg,AnnualCrop,27,39.11558811667272,-2.081364156787586,699.0,52.83322746539749,0.3693347826086957,0.1423036754131317,0.0123132485896348,0.0,0.1333405524492263,25.889111111111163
21457,EuroSAT_MS/Residential/Residential_2326.jpg,Residential,20,50.89841983828642,5.988859750753088,110.0,76.70493283106151,0.5435739130434784,10.27971076965332,19.34517288208008,1.0,0.2507029771804809,17.491428571428628
12208,EuroSAT_MS/SeaLake/SeaLake_2714.jpg,SeaLake,22,53.446273290414176,14.667874744979668,0.0,76.57067089861575,0.0249052631578947,1.0198860168457031,5.428214767156287,0.0,0.2115712165832519,11.3857142857143
22643,EuroSAT_MS/PermanentCrop/PermanentCrop_994.jpg,PermanentCrop,9,49.87825255901487,8.24157377958383,180.0,77.1830534030523,0.5947478260869565,0.4911535382270813,0.5631548166275024,5.0,0.2254134565591812,16.245384615384637
15707,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2115.jpg,HerbaceousVegetation,31,53.37696526796312,-1.8708790810315925,466.0,84.19302777346637,0.5035652173913043,0.7678542733192444,0.0101927509531378,13.0,0.2276548147201538,10.970606060606087
9789,EuroSAT_MS/AnnualCrop/AnnualCrop_999.jpg,AnnualCrop,15,56.449236641891794,23.84354632710968,24.0,77.49646461536696,0.4437826086956522,0.1986145675182342,0.0529631301760673,0.0,0.207266554236412,11.815263157894776
1234,EuroSAT_MS/Forest/Forest_1199.jpg,Forest,22,50.77420178043627,20.847788236367936,318.0,75.77013547617291,0.6957347826086957,0.388053148984909,0.1366466730833053,3.0,0.2098563611507415,13.185121951219571
14425,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_310.jpg,HerbaceousVegetation,8,43.28401914995067,5.657789927511235,443.0,63.42442486670119,0.6597217391304349,0.9856969714164734,0.2127645611763,9.0,0.2099768370389938,20.120454545454606
15009,EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1987.jpg,HerbaceousVegetation,31,55.7390022332875,-3.136643238660373,509.0,84.42112288731788,0.5776217391304348,0.6223152279853821,0.0033846902661025,7.0,0.2591310441493988,8.333589743589755
26378,EuroSAT_MS/Pasture/Pasture_1190.jpg,Pasture,15,55.78995257406737,26.513310673417816,130.0,77.18812850951197,0.4375608695652174,0.4440452754497528,0.0760996043682098,1.0,0.2273997515439987,10.775000000000034
6735,EuroSAT_MS/Highway/Highway_1964.jpg,Highway,22,51.0113779683796,17.029602351213242,131.0,73.23416074187354,0.5265782608695653,3.1123299598693848,0.5813474059104919,0.0,0.1851340234279632,15.393720930232575
17129,EuroSAT_MS/Industrial/Industrial_1750.jpg,Industrial,27,42.80502164589336,-1.6690810354318883,442.0,78.76810542096455,0.3894217391304348,88.45748138427734,99.29083251953124,1.0,0.2339223027229309,22.36904761904765
21126,EuroSAT_MS/Residential/Residential_513.jpg,Residential,9,48.08047090794044,11.602817091148776,552.0,77.1758225936812,0.5052608695652174,6.717300415039063,25.231590270996094,0.0,0.2682197988033294,16.31536585365859
6156,EuroSAT_MS/Highway/Highway_2104.jpg,Highway,9,50.31137481268374,8.95157095344598,202.0,76.61074887921812,0.6244391304347826,0.4688854813575744,0.9221655130386353,3.0,0.2343800812959671,15.638648648648656
9832,EuroSAT_MS/AnnualCrop/AnnualCrop_1140.jpg,AnnualCrop,27,39.080695161094575,-2.1118674864088898,696.0,52.83322746539749,0.2427391304347826,0.1455585062503814,0.0277947969734668,0.0,0.1333405524492263,25.8317777777778
18612,EuroSAT_MS/Industrial/Industrial_497.jpg,Industrial,14,41.69455099974527,12.589213594955377,118.0,71.35889211909324,0.3969521739130435,50.63688278198242,0.0222842767834663,1.0,0.2439903379993025,25.81933333333336
26376,EuroSAT_MS/Pasture/Pasture_1184.jpg,Pasture,31,55.72239911132771,-4.090495179671279,236.0,83.04568896834587,0.710895652173913,1.3968349695205688,0.0103820618242025,2.0,0.2688231170177459,11.03000000000003
